episode,steps,reward,loss,epsilon,outcome,win_rate_50
1042,400,5.265,0.07886,0.05,timeout,0.1
1043,400,5.864,0.07621,0.05,timeout,0.1
1044,400,5.283,0.10759,0.05,timeout,0.1
1045,400,6.797,0.08431,0.05,timeout,0.1
1046,22,10.1,0.03721,0.05,win,0.12
1047,400,5.987,0.1,0.05,timeout,0.12
1048,21,10.143,0.11549,0.05,win,0.14
1049,400,7.201,0.09633,0.05,timeout,0.14
1050,400,7.167,0.09877,0.05,timeout,0.12
1051,25,10.107,0.07883,0.05,win,0.14
1052,22,10.094,0.15337,0.05,win,0.16
1053,235,0.439,0.11009,0.05,out_of_bounds,0.16
1054,25,10.16,0.10829,0.05,win,0.18
1055,400,6.698,0.09617,0.05,timeout,0.18
1056,400,5.611,0.11614,0.05,timeout,0.18
1057,400,6.579,0.10751,0.05,timeout,0.18
1058,400,5.123,0.11131,0.05,timeout,0.18
1059,22,10.296,0.04476,0.05,win,0.2
1060,400,6.311,0.12446,0.05,timeout,0.18
1061,30,10.157,0.07157,0.05,win,0.2
1062,19,10.17,0.06606,0.05,win,0.22
1063,24,10.288,0.13698,0.05,win,0.24
1064,400,6.372,0.11264,0.05,timeout,0.24
1065,29,10.325,0.08009,0.05,win,0.26
1066,400,6.721,0.11709,0.05,timeout,0.26
1067,400,8.235,0.1011,0.05,timeout,0.26
1068,24,10.189,0.13725,0.05,win,0.26
1069,400,5.953,0.11113,0.05,timeout,0.26
1070,400,5.066,0.10187,0.05,timeout,0.26
1071,400,6.392,0.12443,0.05,timeout,0.26
1072,400,6.726,0.11227,0.05,timeout,0.26
1073,400,5.747,0.09293,0.05,timeout,0.24
1074,400,8.454,0.10258,0.05,timeout,0.24
1075,400,4.397,0.11956,0.05,timeout,0.24
1076,400,8.738,0.08955,0.05,timeout,0.24
1077,400,6.928,0.11808,0.05,timeout,0.24
1078,400,7.988,0.09929,0.05,timeout,0.24
1079,400,9.025,0.09838,0.05,timeout,0.24
1080,400,7.455,0.08249,0.05,timeout,0.24
1081,16,10.132,0.06508,0.05,win,0.26
1082,29,10.099,0.12756,0.05,win,0.28
1083,400,7.394,0.10513,0.05,timeout,0.26
1084,400,7.055,0.13176,0.05,timeout,0.26
1085,400,4.005,0.09927,0.05,timeout,0.26
1086,400,5.575,0.10734,0.05,timeout,0.26
1087,400,8.107,0.10049,0.05,timeout,0.26
1088,400,6.355,0.10397,0.05,timeout,0.26
1089,400,5.883,0.10943,0.05,timeout,0.26
1090,400,6.648,0.11294,0.05,timeout,0.26
1091,400,7.792,0.08527,0.05,timeout,0.26
1092,400,5.558,0.10825,0.05,timeout,0.26
1093,400,5.587,0.11469,0.05,timeout,0.26
1094,400,5.883,0.11037,0.05,timeout,0.26
1095,400,6.382,0.0914,0.05,timeout,0.26
1096,400,6.357,0.08416,0.05,timeout,0.24
1097,400,8.271,0.12175,0.05,timeout,0.24
1098,400,7.648,0.09776,0.05,timeout,0.22
1099,400,5.429,0.10066,0.05,timeout,0.22
1100,400,4.032,0.09537,0.05,timeout,0.22
1101,400,5.363,0.09052,0.05,timeout,0.2
1102,400,4.159,0.10915,0.05,timeout,0.18
1103,400,3.742,0.11127,0.05,timeout,0.18
1104,400,5.59,0.09889,0.05,timeout,0.16
1105,400,10.831,0.10496,0.05,timeout,0.16
1106,400,6.907,0.11017,0.05,timeout,0.16
1107,400,5.033,0.13082,0.05,timeout,0.16
1108,400,5.613,0.10138,0.05,timeout,0.16
1109,400,7.142,0.12042,0.05,timeout,0.14
1110,400,7.59,0.1018,0.05,timeout,0.14
1111,400,5.902,0.11389,0.05,timeout,0.12
1112,400,2.935,0.10697,0.05,timeout,0.1
1113,400,8.478,0.11145,0.05,timeout,0.08
1114,400,5.395,0.08563,0.05,timeout,0.08
1115,400,4.459,0.10139,0.05,timeout,0.06
1116,15,10.258,0.08888,0.05,win,0.08
1117,400,4.1,0.09243,0.05,timeout,0.08
1118,22,10.244,0.02501,0.05,win,0.08
1119,400,7.638,0.09614,0.05,timeout,0.08
1120,20,10.168,0.23345,0.05,win,0.1
1121,400,5.631,0.09754,0.05,timeout,0.1
1122,400,6.28,0.1179,0.05,timeout,0.1
1123,400,8.549,0.09611,0.05,timeout,0.1
1124,400,8.462,0.09834,0.05,timeout,0.1
1125,400,7.428,0.09867,0.05,timeout,0.1
1126,400,7.479,0.11331,0.05,timeout,0.1
1127,400,6.779,0.09753,0.05,timeout,0.1
1128,400,7.206,0.09496,0.05,timeout,0.1
1129,400,7.853,0.09038,0.05,timeout,0.1
1130,400,7.349,0.10009,0.05,timeout,0.1
1131,400,6.62,0.09329,0.05,timeout,0.08
1132,400,8.889,0.10408,0.05,timeout,0.06
1133,400,10.096,0.13253,0.05,timeout,0.06
1134,400,7.476,0.10685,0.05,timeout,0.06
1135,400,9.753,0.10543,0.05,timeout,0.06
1136,400,6.987,0.10475,0.05,timeout,0.06
1137,400,7.645,0.08946,0.05,timeout,0.06
1138,400,9.454,0.08666,0.05,timeout,0.06
1139,400,9.94,0.08915,0.05,timeout,0.06
1140,396,5.122,0.13118,0.05,out_of_bounds,0.06
1141,400,8.248,0.11494,0.05,timeout,0.06
1142,400,6.734,0.12268,0.05,timeout,0.06
1143,400,7.916,0.09415,0.05,timeout,0.06
1144,400,9.086,0.08862,0.05,timeout,0.06
1145,400,7.078,0.1166,0.05,timeout,0.06
1146,400,7.983,0.11154,0.05,timeout,0.06
1147,400,8.458,0.08653,0.05,timeout,0.06
1148,400,7.415,0.10726,0.05,timeout,0.06
1149,400,11.546,0.11199,0.05,timeout,0.06
1150,400,8.327,0.10936,0.05,timeout,0.06
1151,400,8.803,0.09193,0.05,timeout,0.06
1152,331,4.417,0.10582,0.05,out_of_bounds,0.06
1153,400,2.998,0.09051,0.05,timeout,0.06
1154,400,9.277,0.10429,0.05,timeout,0.06
1155,400,6.025,0.12216,0.05,timeout,0.06
1156,400,10.207,0.10277,0.05,timeout,0.06
1157,400,12.141,0.09317,0.05,timeout,0.06
1158,400,10.255,0.0791,0.05,timeout,0.06
1159,400,9.945,0.10645,0.05,timeout,0.06
1160,400,12.676,0.07627,0.05,timeout,0.06
1161,400,8.657,0.10148,0.05,timeout,0.06
1162,400,9.669,0.09287,0.05,timeout,0.06
1163,400,7.108,0.11049,0.05,timeout,0.06
1164,400,7.896,0.09745,0.05,timeout,0.06
1165,400,11.531,0.09745,0.05,timeout,0.06
1166,400,9.535,0.09023,0.05,timeout,0.04
1167,400,7.147,0.113,0.05,timeout,0.04
1168,400,12.719,0.09329,0.05,timeout,0.02
1169,400,4.503,0.08395,0.05,timeout,0.02
1170,400,13.718,0.09746,0.05,timeout,0.0
1171,400,8.037,0.08593,0.05,timeout,0.0
1172,400,11.177,0.09619,0.05,timeout,0.0
1173,400,9.1,0.11526,0.05,timeout,0.0
1174,400,6.743,0.07756,0.05,timeout,0.0
1175,400,7.112,0.0995,0.05,timeout,0.0
1176,400,10.943,0.07674,0.05,timeout,0.0
1177,400,11.066,0.08685,0.05,timeout,0.0
1178,400,6.993,0.09627,0.05,timeout,0.0
1179,47,-10.602,0.10793,0.05,loss,0.0
1180,400,10.515,0.09283,0.05,timeout,0.0
1181,400,6.824,0.09413,0.05,timeout,0.0
1182,400,7.493,0.11055,0.05,timeout,0.0
1183,400,9.727,0.07796,0.05,timeout,0.0
1184,400,10.461,0.09232,0.05,timeout,0.0
1185,60,9.725,0.05944,0.05,win,0.02
1186,400,8.19,0.1106,0.05,timeout,0.02
1187,400,12.1,0.09364,0.05,timeout,0.02
1188,400,12.968,0.09767,0.05,timeout,0.02
1189,400,11.344,0.09745,0.05,timeout,0.02
1190,400,3.567,0.08988,0.05,timeout,0.02
1191,400,9.734,0.10807,0.05,timeout,0.02
1192,400,8.751,0.08631,0.05,timeout,0.02
1193,400,8.877,0.08814,0.05,timeout,0.02
1194,400,11.223,0.10055,0.05,timeout,0.02
1195,400,11.727,0.10741,0.05,timeout,0.02
1196,400,10.057,0.11735,0.05,timeout,0.02
1197,15,10.191,0.14227,0.05,win,0.04
1198,81,12.679,0.07695,0.05,win,0.06
1199,400,8.877,0.11015,0.05,timeout,0.06
1200,400,8.386,0.0982,0.05,timeout,0.06
1201,400,6.384,0.08281,0.05,timeout,0.06
1202,400,8.766,0.1048,0.05,timeout,0.06
1203,400,14.104,0.07253,0.05,timeout,0.06
1204,25,10.141,0.17395,0.05,win,0.08
1205,400,7.615,0.09664,0.05,timeout,0.08
1206,400,16.062,0.09492,0.05,timeout,0.08
1207,164,16.027,0.07824,0.05,win,0.1
1208,64,11.326,0.12145,0.05,win,0.12
1209,49,10.168,0.08208,0.05,win,0.14
1210,400,12.129,0.09002,0.05,timeout,0.14
1211,400,7.063,0.09916,0.05,timeout,0.14
1212,23,10.211,0.11019,0.05,win,0.16
1213,17,10.326,0.0684,0.05,win,0.18
1214,400,7.092,0.11916,0.05,timeout,0.18
1215,400,8.91,0.09429,0.05,timeout,0.18
1216,400,8.394,0.12335,0.05,timeout,0.18
1217,400,10.956,0.08872,0.05,timeout,0.18
1218,400,6.968,0.1139,0.05,timeout,0.18
1219,400,10.133,0.0908,0.05,timeout,0.18
1220,400,7.455,0.11077,0.05,timeout,0.18
1221,17,10.085,0.17922,0.05,win,0.2
1222,18,10.169,0.11012,0.05,win,0.22
1223,400,9.629,0.10847,0.05,timeout,0.22
1224,27,10.35,0.11163,0.05,win,0.24
1225,120,10.276,0.07849,0.05,win,0.26
1226,400,15.503,0.0897,0.05,timeout,0.26
1227,52,11.42,0.10468,0.05,win,0.28
1228,400,13.184,0.11877,0.05,timeout,0.28
1229,400,7.051,0.10558,0.05,timeout,0.28
1230,72,11.628,0.05544,0.05,win,0.3
1231,18,10.184,0.01694,0.05,win,0.32
1232,21,10.114,0.0609,0.05,win,0.34
1233,73,12.153,0.06137,0.05,win,0.36
1234,400,12.587,0.10192,0.05,timeout,0.36
1235,82,12.966,0.07421,0.05,win,0.36
1236,400,8.677,0.11739,0.05,timeout,0.36
1237,400,9.902,0.09815,0.05,timeout,0.36
1238,400,10.384,0.10247,0.05,timeout,0.36
1239,400,5.633,0.1374,0.05,timeout,0.36
1240,16,10.213,0.33519,0.05,win,0.38
1241,400,8.916,0.14683,0.05,timeout,0.38
1242,400,10.406,0.07727,0.05,timeout,0.38
1243,400,7.719,0.10754,0.05,timeout,0.38
1244,33,10.027,0.08923,0.05,win,0.4
1245,19,10.184,0.04816,0.05,win,0.42
1246,400,4.367,0.09962,0.05,timeout,0.42
1247,400,4.759,0.1092,0.05,timeout,0.4
1248,400,6.257,0.14737,0.05,timeout,0.38
1249,79,11.962,0.11685,0.05,win,0.4
1250,73,11.01,0.1073,0.05,win,0.42
1251,16,10.103,0.22985,0.05,win,0.44
1252,387,6.052,0.12015,0.05,out_of_bounds,0.44
1253,25,10.256,0.22725,0.05,win,0.46
1254,51,11.536,0.03525,0.05,win,0.46
1255,400,8.257,0.11366,0.05,timeout,0.46
1256,400,5.978,0.12345,0.05,timeout,0.46
1257,26,10.327,0.09257,0.05,win,0.46
1258,400,9.556,0.1434,0.05,timeout,0.44
1259,400,8.742,0.10342,0.05,timeout,0.42
1260,400,9.151,0.11551,0.05,timeout,0.42
1261,19,10.237,0.14959,0.05,win,0.44
1262,400,9.572,0.13288,0.05,timeout,0.42
1263,400,12.521,0.12283,0.05,timeout,0.4
1264,400,6.417,0.10904,0.05,timeout,0.4
1265,400,3.538,0.11731,0.05,timeout,0.4
1266,21,10.252,0.19086,0.05,win,0.42
1267,400,9.282,0.1192,0.05,timeout,0.42
1268,24,10.335,0.18442,0.05,win,0.44
1269,69,11.257,0.16866,0.05,win,0.46
1270,400,8.079,0.12883,0.05,timeout,0.46
1271,400,8.213,0.11197,0.05,timeout,0.44
1272,400,5.977,0.12663,0.05,timeout,0.42
1273,400,7.451,0.12164,0.05,timeout,0.42
1274,82,12.099,0.12555,0.05,win,0.42
1275,400,9.253,0.11499,0.05,timeout,0.4
1276,400,10.527,0.09795,0.05,timeout,0.4
1277,400,8.148,0.11509,0.05,timeout,0.38
1278,400,8.67,0.11744,0.05,timeout,0.38
1279,400,8.302,0.12997,0.05,timeout,0.38
1280,59,11.218,0.08874,0.05,win,0.38
1281,31,10.427,0.10267,0.05,win,0.38
1282,400,6.176,0.10082,0.05,timeout,0.36
1283,400,6.442,0.12223,0.05,timeout,0.34
1284,29,10.186,0.0831,0.05,win,0.36
1285,400,8.297,0.12897,0.05,timeout,0.34
1286,400,9.875,0.12826,0.05,timeout,0.34
1287,21,10.203,0.07736,0.05,win,0.36
1288,39,10.048,0.06215,0.05,win,0.38
1289,400,9.54,0.14949,0.05,timeout,0.38
1290,400,7.904,0.13078,0.05,timeout,0.36
1291,400,5.891,0.14983,0.05,timeout,0.36
1292,400,6.76,0.12817,0.05,timeout,0.36
1293,400,5.852,0.13036,0.05,timeout,0.36
1294,400,8.158,0.12409,0.05,timeout,0.34
1295,33,10.145,0.10094,0.05,win,0.34
1296,400,5.788,0.14097,0.05,timeout,0.34
1297,400,7.942,0.11645,0.05,timeout,0.34
1298,400,5.929,0.12596,0.05,timeout,0.34
1299,400,6.271,0.12065,0.05,timeout,0.32
1300,400,11.862,0.09465,0.05,timeout,0.3
1301,400,5.283,0.1326,0.05,timeout,0.28
1302,400,5.758,0.14552,0.05,timeout,0.28
1303,400,6.623,0.12172,0.05,timeout,0.26
1304,120,-3.117,0.08612,0.05,out_of_bounds,0.24
1305,400,8.643,0.1176,0.05,timeout,0.24
1306,59,11.392,0.10313,0.05,win,0.26
1307,400,6.126,0.11518,0.05,timeout,0.24
1308,400,8.735,0.1304,0.05,timeout,0.24
1309,400,8.389,0.13457,0.05,timeout,0.24
1310,400,6.943,0.12087,0.05,timeout,0.24
1311,400,9.705,0.13368,0.05,timeout,0.22
1312,400,10.463,0.12265,0.05,timeout,0.22
1313,400,11.934,0.12205,0.05,timeout,0.22
1314,20,10.23,0.17274,0.05,win,0.24
1315,400,6.071,0.12403,0.05,timeout,0.24
1316,19,10.272,0.11943,0.05,win,0.24
1317,400,5.665,0.13597,0.05,timeout,0.24
1318,15,10.203,0.07712,0.05,win,0.24
1319,27,10.175,0.12694,0.05,win,0.24
1320,400,8.522,0.11353,0.05,timeout,0.24
1321,29,10.344,0.21516,0.05,win,0.26
1322,400,10.677,0.13249,0.05,timeout,0.26
1323,400,7.151,0.11439,0.05,timeout,0.26
1324,400,5.371,0.10587,0.05,timeout,0.24
1325,13,10.191,0.23072,0.05,win,0.26
1326,400,5.852,0.11982,0.05,timeout,0.26
1327,400,7.689,0.14832,0.05,timeout,0.26
1328,400,6.37,0.13949,0.05,timeout,0.26
1329,102,15.107,0.14701,0.05,win,0.28
1330,400,10.121,0.14621,0.05,timeout,0.26
1331,50,11.03,0.13593,0.05,win,0.26
1332,47,11.84,0.14073,0.05,win,0.28
1333,400,10.205,0.13541,0.05,timeout,0.28
1334,400,7.55,0.13211,0.05,timeout,0.26
1335,400,10.641,0.11086,0.05,timeout,0.26
1336,400,8.298,0.12151,0.05,timeout,0.26
1337,400,8.51,0.14127,0.05,timeout,0.24
1338,25,10.661,0.17501,0.05,win,0.24
1339,400,11.043,0.13684,0.05,timeout,0.24
1340,400,5.538,0.1358,0.05,timeout,0.24
1341,55,9.877,0.17415,0.05,win,0.26
1342,21,10.397,0.17106,0.05,win,0.28
1343,27,10.461,0.17621,0.05,win,0.3
1344,400,7.22,0.12847,0.05,timeout,0.3
1345,400,10.199,0.13665,0.05,timeout,0.28
1346,25,10.363,0.11766,0.05,win,0.3
1347,16,10.238,0.16125,0.05,win,0.32
1348,400,7.267,0.13461,0.05,timeout,0.32
1349,400,5.774,0.13787,0.05,timeout,0.32
1350,387,6.895,0.1443,0.05,out_of_bounds,0.32
1351,400,10.773,0.1241,0.05,timeout,0.32
1352,19,10.262,0.06368,0.05,win,0.34
1353,61,12.34,0.10485,0.05,win,0.36
1354,400,6.334,0.15079,0.05,timeout,0.36
1355,400,7.295,0.13615,0.05,timeout,0.36
1356,400,6.602,0.13491,0.05,timeout,0.34
1357,21,10.241,0.04063,0.05,win,0.36
1358,33,10.585,0.16007,0.05,win,0.38
1359,195,1.215,0.12684,0.05,out_of_bounds,0.38
1360,349,5.412,0.12505,0.05,out_of_bounds,0.38
1361,400,10.545,0.13152,0.05,timeout,0.38
1362,348,1.702,0.1308,0.05,out_of_bounds,0.38
1363,400,7.566,0.1164,0.05,timeout,0.38
1364,400,11.949,0.12458,0.05,timeout,0.36
1365,21,10.334,0.12955,0.05,win,0.38
1366,51,12.15,0.12428,0.05,win,0.38
1367,33,10.568,0.11964,0.05,win,0.4
1368,400,6.87,0.14535,0.05,timeout,0.38
1369,400,6.684,0.12765,0.05,timeout,0.36
1370,400,5.732,0.12547,0.05,timeout,0.36
1371,400,8.539,0.14355,0.05,timeout,0.34
1372,54,11.582,0.11136,0.05,win,0.36
1373,400,8.049,0.12562,0.05,timeout,0.36
1374,400,7.623,0.12436,0.05,timeout,0.36
1375,400,9.098,0.15774,0.05,timeout,0.34
1376,400,9.408,0.13246,0.05,timeout,0.34
1377,400,12.27,0.15033,0.05,timeout,0.34
1378,40,10.451,0.08646,0.05,win,0.36
1379,400,9.352,0.15422,0.05,timeout,0.34
1380,400,10.387,0.13532,0.05,timeout,0.34
1381,19,10.226,0.08716,0.05,win,0.34
1382,400,9.442,0.15052,0.05,timeout,0.32
1383,31,10.107,0.09796,0.05,win,0.34
1384,400,5.089,0.14114,0.05,timeout,0.34
1385,32,10.389,0.17988,0.05,win,0.36
1386,400,10.791,0.12566,0.05,timeout,0.36
1387,14,10.2,0.12961,0.05,win,0.38
1388,400,7.947,0.15694,0.05,timeout,0.36
1389,47,11.172,0.07848,0.05,win,0.38
1390,400,16.793,0.12907,0.05,timeout,0.38
1391,58,12.119,0.1495,0.05,win,0.38
1392,16,-9.793,0.12493,0.05,loss,0.36
1393,53,11.631,0.12318,0.05,win,0.36
1394,400,8.543,0.13611,0.05,timeout,0.36
1395,400,8.321,0.13303,0.05,timeout,0.36
1396,400,4.653,0.14596,0.05,timeout,0.34
1397,46,11.942,0.08234,0.05,win,0.34
1398,400,9.952,0.15699,0.05,timeout,0.34
1399,400,7.062,0.1585,0.05,timeout,0.34
1400,400,9.632,0.14521,0.05,timeout,0.34
1401,400,7.577,0.13363,0.05,timeout,0.34
1402,400,10.567,0.13729,0.05,timeout,0.32
1403,400,12.505,0.15812,0.05,timeout,0.3
1404,400,3.216,0.1479,0.05,timeout,0.3
1405,400,6.549,0.12528,0.05,timeout,0.3
1406,400,8.136,0.14535,0.05,timeout,0.3
1407,400,10.486,0.14565,0.05,timeout,0.28
1408,20,10.285,0.06239,0.05,win,0.28
1409,400,9.415,0.15385,0.05,timeout,0.28
1410,400,12.376,0.13621,0.05,timeout,0.28
1411,37,10.905,0.09384,0.05,win,0.3
1412,400,7.531,0.13055,0.05,timeout,0.3
1413,400,9.093,0.12075,0.05,timeout,0.3
1414,33,10.69,0.14522,0.05,win,0.32
1415,23,10.049,0.04022,0.05,win,0.32
1416,23,10.037,0.23835,0.05,win,0.32
1417,400,7.713,0.17252,0.05,timeout,0.3
1418,400,6.744,0.13777,0.05,timeout,0.3
1419,400,10.432,0.14063,0.05,timeout,0.3
1420,400,12.823,0.13375,0.05,timeout,0.3
1421,400,11.247,0.14649,0.05,timeout,0.3
1422,400,14.965,0.11999,0.05,timeout,0.28
1423,55,11.701,0.1427,0.05,win,0.3
1424,22,10.286,0.18086,0.05,win,0.32
1425,30,-10.051,0.21769,0.05,loss,0.32
1426,400,16.222,0.12312,0.05,timeout,0.32
1427,24,9.967,0.09694,0.05,win,0.34
1428,400,11.663,0.14288,0.05,timeout,0.32
1429,17,10.402,0.13452,0.05,win,0.34
1430,40,10.864,0.18218,0.05,win,0.36
1431,400,12.973,0.13334,0.05,timeout,0.34
1432,26,10.783,0.2184,0.05,win,0.36
1433,400,9.038,0.15359,0.05,timeout,0.34
1434,37,10.687,0.06601,0.05,win,0.36
1435,24,10.568,0.11578,0.05,win,0.36
1436,400,10.572,0.13334,0.05,timeout,0.36
1437,28,10.221,0.10975,0.05,win,0.36
1438,400,10.929,0.1253,0.05,timeout,0.36
1439,400,10.412,0.16008,0.05,timeout,0.34
1440,15,10.261,0.12563,0.05,win,0.36
1441,400,6.11,0.14339,0.05,timeout,0.34
1442,400,9.243,0.16552,0.05,timeout,0.34
1443,35,10.742,0.14812,0.05,win,0.34
1444,16,10.219,0.2479,0.05,win,0.36
1445,24,10.197,0.17109,0.05,win,0.38
1446,64,10.472,0.13038,0.05,win,0.4
1447,20,10.084,0.07255,0.05,win,0.4
1448,400,11.575,0.13198,0.05,timeout,0.4
1449,400,7.524,0.15111,0.05,timeout,0.4
1450,19,10.299,0.14211,0.05,win,0.42
1451,13,10.258,0.1721,0.05,win,0.44
1452,26,-9.842,0.21893,0.05,loss,0.44
1453,400,10.368,0.16481,0.05,timeout,0.44
1454,26,10.418,0.15444,0.05,win,0.46
1455,45,11.081,0.22697,0.05,win,0.48
1456,23,10.367,0.18951,0.05,win,0.5
1457,400,11.584,0.14332,0.05,timeout,0.5
1458,18,10.326,0.13155,0.05,win,0.5
1459,31,10.968,0.0856,0.05,win,0.52
1460,400,9.996,0.15038,0.05,timeout,0.52
1461,17,10.199,0.02532,0.05,win,0.52
1462,26,10.379,0.21888,0.05,win,0.54
1463,15,10.212,0.10753,0.05,win,0.56
1464,26,10.249,0.168,0.05,win,0.56
1465,29,10.099,0.15181,0.05,win,0.56
1466,32,10.186,0.17421,0.05,win,0.56
1467,60,11.624,0.19067,0.05,win,0.58
1468,20,10.149,0.08607,0.05,win,0.6
1469,24,10.175,0.12239,0.05,win,0.62
1470,400,11.864,0.14273,0.05,timeout,0.62
1471,28,10.202,0.18925,0.05,win,0.64
1472,22,10.308,0.1029,0.05,win,0.66
1473,400,13.687,0.14724,0.05,timeout,0.64
1474,20,10.341,0.16733,0.05,win,0.64
1475,21,10.418,0.16401,0.05,win,0.66
1476,31,10.421,0.23859,0.05,win,0.68
1477,22,10.308,0.12453,0.05,win,0.68
1478,400,9.751,0.15695,0.05,timeout,0.68
1479,400,5.426,0.17668,0.05,timeout,0.66
1480,400,8.903,0.17295,0.05,timeout,0.64
1481,22,10.028,0.1517,0.05,win,0.66
1482,400,13.47,0.16547,0.05,timeout,0.64
1483,19,10.052,0.18573,0.05,win,0.66
1484,17,10.288,0.23279,0.05,win,0.66
1485,28,-9.877,0.15414,0.05,loss,0.64
1486,28,10.903,0.13175,0.05,win,0.66
1487,19,10.317,0.13598,0.05,win,0.66
1488,400,13.49,0.15668,0.05,timeout,0.66
1489,45,11.098,0.23754,0.05,win,0.68
1490,17,10.233,0.10652,0.05,win,0.68
1491,41,11.101,0.35137,0.05,win,0.7
1492,400,6.951,0.18258,0.05,timeout,0.7
1493,21,10.07,0.15699,0.05,win,0.7
1494,400,12.54,0.1724,0.05,timeout,0.68
1495,400,11.078,0.1933,0.05,timeout,0.66
1496,21,10.122,0.20784,0.05,win,0.66
1497,400,14.387,0.15982,0.05,timeout,0.64
1498,400,12.131,0.16196,0.05,timeout,0.64
1499,400,14.515,0.15656,0.05,timeout,0.64
1500,24,10.132,0.15453,0.05,win,0.64
